,Prov,Con_ACT,Sex,Age,Measure,M0,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,M12,M13,M14,M15,M16,M17,M18,M19,M20,M21,M22,M23,M24,M25,M26,M27,M28,M29,M30,M31,M32,M33,M34,M35,M36,M37,M38,M39
1022,BC,ALL,ALL,20-24,events,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1023,BC,ALL,ALL,20-24,censored,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1024,BC,ALL,ALL,30-34,Tx,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,
1025,BC,ALL,ALL,30-34,events,,1.0,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,
1026,BC,ALL,ALL,30-34,censored,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
1027,BC,ALL,ALL,35-39,Tx,10.0,9.0,9.0,9.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,,,,,,,,,
1028,BC,ALL,ALL,35-39,events,,1.0,,,2.0,,,,,,,,1.0,,,,1.0,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
1029,BC,ALL,ALL,35-39,censored,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
1030,BC,ALL,ALL,40-44,Tx,11.0,10.0,9.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,,,,,,,,
1031,BC,ALL,ALL,40-44,events,,1.0,,2.0,1.0,,,,,,,1.0,1.0,,,,,,,,,,,1.0,1.0,,,,,1.0,,,,,,,,,,
1032,BC,ALL,ALL,40-44,censored,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
1033,BC,ALL,ALL,45-49,Tx,12.0,11.0,10.0,9.0,8.0,7.0,7.0,6.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,
1034,BC,ALL,ALL,45-49,events,,1.0,1.0,1.0,1.0,1.0,,,,,,,1.0,,,,1.0,,,,2.0,,,,,,,,,,,,,,,,,,,
1035,BC,ALL,ALL,45-49,censored,,,,,,,,1.0,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
1036,BC,ALL,ALL,50-54,Tx,23.0,20.0,20.0,20.0,18.0,17.0,17.0,14.0,13.0,13.0,12.0,11.0,10.0,9.0,9.0,8.0,8.0,8.0,8.0,6.0,6.0,6.0,5.0,4.0,4.0,3.0,3.0,3.0,0.0,0.0,,,,,,,,,,
1037,BC,ALL,ALL,50-54,events,,2.0,,,2.0,1.0,,,,,1.0,,1.0,1.0,,1.0,,,,2.0,,,1.0,,,,,,,,,,,,,,,,,
1038,BC,ALL,ALL,50-54,censored,,1.0,,,,,,3.0,1.0,,,1.0,,,,,,,,,,,,1.0,,1.0,,,3.0,,,,,,,,,,,
1039,BC,ALL,ALL,55-59,Tx,17.0,15.0,14.0,12.0,12.0,11.0,11.0,10.0,8.0,7.0,6.0,6.0,5.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,0.0,0.0,,,,,,,,,,,,
1040,BC,ALL,ALL,55-59,events,,,1.0,2.0,,,,,,1.0,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
1041,BC,ALL,ALL,55-59,censored,,2.0,,,,1.0,,1.0,2.0,,1.0,,1.0,,,,,,,,,,1.0,,,,2.0,,,,,,,,,,,,,
1042,BC,ALL,ALL,60-64,Tx,25.0,18.0,17.0,17.0,16.0,15.0,15.0,14.0,13.0,10.0,9.0,9.0,9.0,9.0,8.0,8.0,6.0,5.0,4.0,4.0,4.0,3.0,3.0,3.0,2.0,2.0,1.0,0.0,0.0,,,,,,,,,,,
1043,BC,ALL,ALL,60-64,events,,6.0,,,1.0,1.0,,,,1.0,1.0,,,,1.0,,2.0,1.0,,,,,,,1.0,,,1.0,,,,,,,,,,,,
1044,BC,ALL,ALL,60-64,censored,,1.0,1.0,,,,,1.0,1.0,2.0,,,,,,,,,1.0,,,1.0,,,,,1.0,,,,,,,,,,,,,
1045,BC,ALL,ALL,65+,Tx,25.0,22.0,22.0,20.0,20.0,20.0,18.0,16.0,16.0,16.0,16.0,14.0,13.0,11.0,11.0,11.0,11.0,11.0,10.0,9.0,9.0,8.0,7.0,3.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,,,,,,,,,
1046,BC,ALL,ALL,65+,events,,1.0,,2.0,,,2.0,2.0,,,,2.0,1.0,1.0,,,,,,1.0,,,1.0,2.0,,,,,,,,,,,,,,,,
1047,BC,ALL,ALL,65+,censored,,2.0,,,,,,,,,,,,1.0,,,,,1.0,,,1.0,,2.0,,,2.0,,,1.0,,,,,,,,,,
1048,BC,ALL,ALL,ALL,Tx,133.0,114.0,109.0,101.0,93.0,88.0,86.0,78.0,71.0,67.0,63.0,59.0,53.0,49.0,47.0,46.0,41.0,40.0,38.0,35.0,32.0,29.0,23.0,16.0,14.0,12.0,7.0,6.0,2.0,0.0,0.0,,,,,,,,,
1049,BC,ALL,ALL,ALL,events,,13.0,3.0,7.0,8.0,3.0,2.0,2.0,,2.0,3.0,3.0,5.0,3.0,2.0,1.0,5.0,1.0,,3.0,3.0,1.0,3.0,3.0,2.0,1.0,,1.0,,1.0,,,,,,,,,,
1050,BC,ALL,ALL,ALL,censored,,6.0,2.0,1.0,,2.0,,6.0,7.0,2.0,1.0,1.0,1.0,1.0,,,,,2.0,,,2.0,3.0,4.0,,1.0,5.0,,4.0,1.0,,,,,,,,,,
1051,BC,ALL,F,20-24,Tx,3.0,3.0,2.0,2.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1052,BC,ALL,F,20-24,events,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1053,BC,ALL,F,20-24,censored,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1054,BC,ALL,F,30-34,Tx,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1055,BC,ALL,F,30-34,events,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1056,BC,ALL,F,30-34,censored,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1057,BC,ALL,F,35-39,Tx,9.0,8.0,8.0,8.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,,,,,,,,,
1058,BC,ALL,F,35-39,events,,1.0,,,1.0,,,,,,,,1.0,,,,1.0,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
1059,BC,ALL,F,35-39,censored,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
1060,BC,ALL,F,40-44,Tx,7.0,6.0,6.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,,,,,,,,,,,,,,
1061,BC,ALL,F,40-44,events,,1.0,,2.0,,,,,,,,1.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
1062,BC,ALL,F,40-44,censored,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
1063,BC,ALL,F,45-49,Tx,10.0,9.0,8.0,7.0,6.0,5.0,5.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,
1064,BC,ALL,F,45-49,events,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,1.0,,,,2.0,,,,,,,,,,,,,,,,,,,
1065,BC,ALL,F,45-49,censored,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1066,BC,ALL,F,50-54,Tx,11.0,10.0,10.0,10.0,8.0,7.0,7.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,,,,,,,,,,
1067,BC,ALL,F,50-54,events,,,,,2.0,1.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
1068,BC,ALL,F,50-54,censored,,1.0,,,,,,2.0,,,,,,,,,,,,,,,,1.0,,,,,2.0,,,,,,,,,,,
1069,BC,ALL,F,55-59,Tx,12.0,10.0,9.0,8.0,8.0,8.0,8.0,7.0,5.0,5.0,4.0,4.0,4.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,
1070,BC,ALL,F,55-59,events,,,1.0,1.0,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
1071,BC,ALL,F,55-59,censored,,2.0,,,,,,1.0,2.0,,1.0,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,
1072,BC,ALL,F,60-64,Tx,10.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,
1073,BC,ALL,F,60-64,events,,3.0,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,
1074,BC,ALL,F,60-64,censored,,1.0,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
1075,BC,ALL,F,65+,Tx,18.0,16.0,16.0,14.0,14.0,14.0,13.0,11.0,11.0,11.0,11.0,9.0,9.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,7.0,6.0,5.0,2.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,,,,,,,,,
1076,BC,ALL,F,65+,events,,,,2.0,,,1.0,2.0,,,,2.0,,1.0,,,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,
1077,BC,ALL,F,65+,censored,,2.0,,,,,,,,,,,,,,,,,,,,1.0,,2.0,,,1.0,,,1.0,,,,,,,,,,
1078,BC,ALL,F,ALL,Tx,81.0,69.0,66.0,60.0,55.0,52.0,51.0,44.0,39.0,38.0,36.0,33.0,31.0,29.0,29.0,29.0,25.0,25.0,25.0,22.0,19.0,17.0,14.0,9.0,7.0,7.0,4.0,4.0,1.0,0.0,0.0,,,,,,,,,
1079,BC,ALL,F,ALL,events,,6.0,3.0,6.0,5.0,2.0,1.0,2.0,,,1.0,3.0,2.0,2.0,,,4.0,,,3.0,3.0,1.0,2.0,1.0,2.0,,,,,,,,,,,,,,,
1080,BC,ALL,F,ALL,censored,,6.0,,,,1.0,,5.0,5.0,1.0,1.0,,,,,,,,,,,1.0,1.0,4.0,,,3.0,,3.0,1.0,,,,,,,,,,
1081,BC,ALL,M,20-24,Tx,1.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1082,BC,ALL,M,20-24,events,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1083,BC,ALL,M,20-24,censored,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1084,BC,ALL,M,30-34,Tx,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,
1085,BC,ALL,M,30-34,events,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,
1086,BC,ALL,M,30-34,censored,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
1087,BC,ALL,M,35-39,Tx,1.0,1.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1088,BC,ALL,M,35-39,events,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1089,BC,ALL,M,35-39,censored,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1090,BC,ALL,M,40-44,Tx,4.0,4.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,,,,,,,,
1091,BC,ALL,M,40-44,events,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,
1092,BC,ALL,M,40-44,censored,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1093,BC,ALL,M,45-49,Tx,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,
1094,BC,ALL,M,45-49,events,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1095,BC,ALL,M,45-49,censored,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
1096,BC,ALL,M,50-54,Tx,12.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,8.0,8.0,7.0,6.0,5.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,,,,,,,,,,
1097,BC,ALL,M,50-54,events,,2.0,,,,,,,,,1.0,,1.0,1.0,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,
1098,BC,ALL,M,50-54,censored,,,,,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,
1099,BC,ALL,M,55-59,Tx,5.0,5.0,5.0,4.0,4.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,
1100,BC,ALL,M,55-59,events,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1101,BC,ALL,M,55-59,censored,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
1102,BC,ALL,M,60-64,Tx,15.0,12.0,11.0,11.0,10.0,9.0,9.0,9.0,9.0,7.0,6.0,6.0,6.0,6.0,5.0,5.0,4.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,,,,,,,,,,
1103,BC,ALL,M,60-64,events,,3.0,,,1.0,1.0,,,,1.0,1.0,,,,1.0,,1.0,1.0,,,,,,,,,,1.0,,,,,,,,,,,,
1104,BC,ALL,M,60-64,censored,,,1.0,,,,,,,1.0,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,
1105,BC,ALL,M,65+,Tx,7.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,
1106,BC,ALL,M,65+,events,,1.0,,,,,1.0,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
1107,BC,ALL,M,65+,censored,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,
1108,BC,ALL,M,ALL,Tx,52.0,45.0,43.0,41.0,38.0,36.0,35.0,34.0,32.0,29.0,27.0,26.0,22.0,20.0,18.0,17.0,16.0,15.0,13.0,13.0,13.0,12.0,9.0,7.0,7.0,5.0,3.0,2.0,1.0,0.0,0.0,,,,,,,,,
1109,BC,ALL,M,ALL,events,,7.0,,1.0,3.0,1.0,1.0,,,2.0,2.0,,3.0,1.0,2.0,1.0,1.0,1.0,,,,,1.0,2.0,,1.0,,1.0,,1.0,,,,,,,,,,
1110,BC,ALL,M,ALL,censored,,,2.0,1.0,,1.0,,1.0,2.0,1.0,,1.0,1.0,1.0,,,,,2.0,,,1.0,2.0,,,1.0,2.0,,1.0,,,,,,,,,,,
1111,BC,No,ALL,20-24,Tx,2.0,2.0,2.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1112,BC,No,ALL,20-24,events,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1113,BC,No,ALL,20-24,censored,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1114,BC,No,ALL,30-34,Tx,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,
1115,BC,No,ALL,30-34,events,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,
1116,BC,No,ALL,30-34,censored,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
1117,BC,No,ALL,35-39,Tx,8.0,7.0,7.0,7.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,,,,,,,,,
1118,BC,No,ALL,35-39,events,,1.0,,,2.0,,,,,,,,1.0,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,
1119,BC,No,ALL,35-39,censored,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
1120,BC,No,ALL,40-44,Tx,4.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,
1121,BC,No,ALL,40-44,events,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
1122,BC,No,ALL,40-44,censored,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1123,BC,No,ALL,45-49,Tx,10.0,9.0,8.0,7.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,
1124,BC,No,ALL,45-49,events,,1.0,1.0,1.0,1.0,1.0,,,,,,,1.0,,,,1.0,,,,2.0,,,,,,,,,,,,,,,,,,,
1125,BC,No,ALL,45-49,censored,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
1126,BC,No,ALL,50-54,Tx,18.0,16.0,16.0,16.0,14.0,13.0,13.0,11.0,10.0,10.0,9.0,8.0,7.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,3.0,3.0,2.0,2.0,2.0,0.0,0.0,,,,,,,,,,
1127,BC,No,ALL,50-54,events,,2.0,,,2.0,1.0,,,,,1.0,,1.0,1.0,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,
1128,BC,No,ALL,50-54,censored,,,,,,,,2.0,1.0,,,1.0,,,,,,,,,,,,1.0,,1.0,,,2.0,,,,,,,,,,,
1129,BC,No,ALL,55-59,Tx,9.0,7.0,7.0,6.0,6.0,6.0,6.0,5.0,4.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,
1130,BC,No,ALL,55-59,events,,,,1.0,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1131,BC,No,ALL,55-59,censored,,2.0,,,,,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
1132,BC,No,ALL,60-64,Tx,20.0,13.0,12.0,12.0,11.0,10.0,10.0,9.0,8.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,1.0,0.0,0.0,,,,,,,,,,,
1133,BC,No,ALL,60-64,events,,6.0,,,1.0,1.0,,,,1.0,1.0,,,,,,2.0,1.0,,,,,,,1.0,,,1.0,,,,,,,,,,,,
1134,BC,No,ALL,60-64,censored,,1.0,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
1135,BC,No,ALL,65+,Tx,12.0,12.0,12.0,11.0,11.0,11.0,10.0,10.0,10.0,10.0,10.0,8.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,4.0,3.0,0.0,0.0,,,,,,,,,,,,,,,
1136,BC,No,ALL,65+,events,,,,1.0,,,1.0,,,,,2.0,1.0,1.0,,,,,,1.0,,,1.0,2.0,,,,,,,,,,,,,,,,
1137,BC,No,ALL,65+,censored,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,
1138,BC,No,ALL,ALL,Tx,88.0,74.0,71.0,66.0,60.0,56.0,55.0,51.0,46.0,44.0,42.0,39.0,33.0,30.0,29.0,28.0,25.0,24.0,24.0,23.0,21.0,19.0,14.0,9.0,8.0,6.0,4.0,3.0,0.0,0.0,,,,,,,,,,
1139,BC,No,ALL,ALL,events,,11.0,1.0,4.0,6.0,3.0,1.0,,,2.0,2.0,2.0,5.0,3.0,1.0,1.0,3.0,1.0,,1.0,2.0,1.0,3.0,3.0,1.0,1.0,,1.0,,,,,,,,,,,,
1140,BC,No,ALL,ALL,censored,,3.0,2.0,1.0,,1.0,,4.0,5.0,,,1.0,1.0,,,,,,,,,1.0,2.0,2.0,,1.0,2.0,,3.0,,,,,,,,,,,
1165,BC,No,F,ALL,Tx,49.0,41.0,40.0,37.0,33.0,30.0,30.0,27.0,24.0,24.0,24.0,22.0,20.0,18.0,18.0,18.0,16.0,16.0,16.0,15.0,13.0,11.0,9.0,6.0,5.0,5.0,3.0,3.0,0.0,0.0,,,,,,,,,,
1166,BC,No,F,ALL,events,,5.0,1.0,3.0,4.0,2.0,,,,,,2.0,2.0,2.0,,,2.0,,,1.0,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
1167,BC,No,F,ALL,censored,,3.0,,,,1.0,,3.0,3.0,,,,,,,,,,,,,1.0,,2.0,,,2.0,,3.0,,,,,,,,,,,
1195,BC,No,M,ALL,Tx,39.0,33.0,31.0,29.0,27.0,26.0,25.0,24.0,22.0,20.0,18.0,17.0,13.0,12.0,11.0,10.0,9.0,8.0,8.0,8.0,8.0,8.0,5.0,3.0,3.0,1.0,1.0,0.0,0.0,,,,,,,,,,,
1196,BC,No,M,ALL,events,,6.0,,1.0,2.0,1.0,1.0,,,2.0,2.0,,3.0,1.0,1.0,1.0,1.0,1.0,,,,,1.0,2.0,,1.0,,1.0,,,,,,,,,,,,
1197,BC,No,M,ALL,censored,,,2.0,1.0,,,,1.0,2.0,,,1.0,1.0,,,,,,,,,,2.0,,,1.0,,,,,,,,,,,,,,
1198,BC,Null,ALL,20-24,Tx,1.0,1.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1199,BC,Null,ALL,20-24,events,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1200,BC,Null,ALL,20-24,censored,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1201,BC,Null,ALL,30-34,Tx,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1202,BC,Null,ALL,30-34,events,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1203,BC,Null,ALL,30-34,censored,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1204,BC,Null,ALL,35-39,Tx,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,
1205,BC,Null,ALL,35-39,events,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,
1206,BC,Null,ALL,35-39,censored,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1207,BC,Null,ALL,40-44,Tx,4.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1208,BC,Null,ALL,40-44,events,,1.0,,1.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1209,BC,Null,ALL,40-44,censored,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1210,BC,Null,ALL,45-49,Tx,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1211,BC,Null,ALL,45-49,events,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1212,BC,Null,ALL,45-49,censored,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1213,BC,Null,ALL,50-54,Tx,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,,,,,,,,,
1214,BC,Null,ALL,50-54,events,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
1215,BC,Null,ALL,50-54,censored,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
1216,BC,Null,ALL,55-59,Tx,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,
1217,BC,Null,ALL,55-59,events,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1218,BC,Null,ALL,55-59,censored,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,
1219,BC,Null,ALL,60-64,Tx,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,
