index	Prov	Con_ACT	Sex	Age	variable	Stay	Months_stayed
301	BC	No	M	50-54	M20	0.0	20
302	BC	No	M	50-54	M20	0.0	20
303	BC	No	M	50-54	M20	0.0	20
304	BC	No	M	50-54	M20	0.0	20
305	BC	No	M	50-54	M20	0.0	20
306	BC	No	M	50-54	M20	0.0	20
307	BC	No	M	50-54	M20	0.0	20
308	BC	No	M	50-54	M20	0.0	20
309	BC	No	M	55-59	M20		20
310	BC	No	M	55-59	M20		20
311	BC	No	M	55-59	M20		20
312	BC	No	M	60-64	M20	1.0	20
313	BC	No	M	60-64	M20	0.0	20
314	BC	No	M	60-64	M20	0.0	20
315	BC	No	M	60-64	M20	0.0	20
316	BC	No	M	60-64	M20	0.0	20
317	BC	No	M	60-64	M20	0.0	20
318	BC	No	M	60-64	M20	0.0	20
319	BC	No	M	60-64	M20	0.0	20
320	BC	No	M	60-64	M20	0.0	20
321	BC	No	M	60-64	M20	0.0	20
322	BC	No	M	60-64	M20	0.0	20
323	BC	No	M	65+	M20	1.0	20
324	BC	No	M	65+	M20	0.0	20
325	BC	No	M	65+	M20	0.0	20
326	BC		F	20-24	M20		20
327	BC		F	30-34	M20		20
328	BC		F	35-39	M20	0.0	20
329	BC		F	35-39	M20	0.0	20
330	BC		F	40-44	M20		20
331	BC		F	40-44	M20		20
332	BC		F	40-44	M20		20
333	BC		F	45-49	M20		20
334	BC		F	45-49	M20		20
335	BC		F	50-54	M20		20
336	BC		F	50-54	M20		20
337	BC		F	50-54	M20	0.0	20
338	BC		F	55-59	M20	1.0	20
339	BC		F	55-59	M20	0.0	20
340	BC		F	55-59	M20	0.0	20
341	BC		F	65+	M20	1.0	20
342	BC		F	65+	M20	0.0	20
343	BC		F	65+	M20	0.0	20
344	BC		F	65+	M20	0.0	20
345	BC		F	65+	M20	0.0	20
346	BC		M	40-44	M20		20
347	BC		M	50-54	M20	1.0	20
348	BC		M	55-59	M20	1.0	20
349	BC		M	60-64	M20	1.0	20
350	BC		M	65+	M20	1.0	20
351	BC		M	65+	M20	0.0	20
352	BC	Yes	F	20-24	M20		20
353	BC	Yes	F	40-44	M20	1.0	20
354	BC	Yes	F	40-44	M20	1.0	20
355	BC	Yes	F	50-54	M20		20
356	BC	Yes	F	55-59	M20		20
357	BC	Yes	F	55-59	M20		20
358	BC	Yes	F	55-59	M20		20
359	BC	Yes	F	60-64	M20		20
360	BC	Yes	F	65+	M20	1.0	20
361	BC	Yes	F	65+	M20	1.0	20
362	BC	Yes	F	65+	M20	0.0	20
363	BC	Yes	F	65+	M20	0.0	20
364	BC	Yes	M	40-44	M20	1.0	20
365	BC	Yes	M	55-59	M20		20
366	BC	Yes	M	60-64	M20		20
367	BC	Yes	M	60-64	M20		20
368	BC	Yes	M	60-64	M20		20
369	BC	Yes	M	65+	M20		20
370	BC	Yes	M	65+	M20		20
371	ON	No	F	20-24	M20		20
372	ON	No	F	20-24	M20		20
373	ON	No	F	20-24	M20		20
374	ON	No	F	25-29	M20		20
375	ON	No	F	25-29	M20		20
376	ON	No	F	25-29	M20		20
377	ON	No	F	25-29	M20		20
378	ON	No	F	30-34	M20	1.0	20
379	ON	No	F	30-34	M20	1.0	20
380	ON	No	F	30-34	M20	0.0	20
381	ON	No	F	30-34	M20	0.0	20
382	ON	No	F	30-34	M20	0.0	20
383	ON	No	F	35-39	M20	1.0	20
384	ON	No	F	35-39	M20	0.0	20
385	ON	No	F	35-39	M20	0.0	20
386	ON	No	F	35-39	M20	0.0	20
387	ON	No	F	35-39	M20	0.0	20
388	ON	No	F	35-39	M20	0.0	20
389	ON	No	F	35-39	M20	0.0	20
390	ON	No	F	35-39	M20	0.0	20
391	ON	No	F	35-39	M20	0.0	20
392	ON	No	F	35-39	M20	0.0	20
393	ON	No	F	35-39	M20	0.0	20
394	ON	No	F	35-39	M20	0.0	20
395	ON	No	F	35-39	M20	0.0	20
396	ON	No	F	40-44	M20	1.0	20
397	ON	No	F	40-44	M20	1.0	20
398	ON	No	F	40-44	M20		20
399	ON	No	F	40-44	M20	0.0	20
400	ON	No	F	40-44	M20	0.0	20
401	ON	No	F	40-44	M20	0.0	20
402	ON	No	F	40-44	M20	0.0	20
403	ON	No	F	40-44	M20	0.0	20
404	ON	No	F	40-44	M20	0.0	20
405	ON	No	F	40-44	M20	0.0	20
406	ON	No	F	40-44	M20	0.0	20
407	ON	No	F	40-44	M20	0.0	20
408	ON	No	F	40-44	M20	0.0	20
409	ON	No	F	40-44	M20	0.0	20
410	ON	No	F	40-44	M20	0.0	20
411	ON	No	F	40-44	M20	0.0	20
412	ON	No	F	40-44	M20	0.0	20
413	ON	No	F	40-44	M20	0.0	20
414	ON	No	F	40-44	M20	0.0	20
415	ON	No	F	40-44	M20	0.0	20
416	ON	No	F	40-44	M20	0.0	20
417	ON	No	F	40-44	M20	0.0	20
418	ON	No	F	40-44	M20	0.0	20
419	ON	No	F	40-44	M20	0.0	20
420	ON	No	F	40-44	M20	0.0	20
421	ON	No	F	40-44	M20	0.0	20
422	ON	No	F	40-44	M20	0.0	20
423	ON	No	F	40-44	M20	0.0	20
424	ON	No	F	40-44	M20	0.0	20
425	ON	No	F	45-49	M20	1.0	20
426	ON	No	F	45-49	M20	1.0	20
427	ON	No	F	45-49	M20	1.0	20
428	ON	No	F	45-49	M20	0.0	20
429	ON	No	F	45-49	M20		20
430	ON	No	F	45-49	M20		20
431	ON	No	F	45-49	M20	0.0	20
432	ON	No	F	45-49	M20	0.0	20
433	ON	No	F	45-49	M20	0.0	20
434	ON	No	F	45-49	M20	0.0	20
435	ON	No	F	45-49	M20	0.0	20
436	ON	No	F	45-49	M20	0.0	20
437	ON	No	F	45-49	M20	0.0	20
438	ON	No	F	45-49	M20	0.0	20
439	ON	No	F	45-49	M20	0.0	20
440	ON	No	F	45-49	M20	0.0	20
441	ON	No	F	45-49	M20	0.0	20
442	ON	No	F	45-49	M20	0.0	20
443	ON	No	F	45-49	M20	0.0	20
444	ON	No	F	45-49	M20	0.0	20
445	ON	No	F	45-49	M20	0.0	20
446	ON	No	F	45-49	M20	0.0	20
447	ON	No	F	45-49	M20	0.0	20
448	ON	No	F	45-49	M20	0.0	20
449	ON	No	F	45-49	M20	0.0	20
450	ON	No	F	45-49	M20	0.0	20
451	ON	No	F	45-49	M20	0.0	20
452	ON	No	F	45-49	M20	0.0	20
453	ON	No	F	45-49	M20	0.0	20
454	ON	No	F	45-49	M20	0.0	20
455	ON	No	F	50-54	M20	1.0	20
456	ON	No	F	50-54	M20	1.0	20
457	ON	No	F	50-54	M20	1.0	20
458	ON	No	F	50-54	M20	1.0	20
459	ON	No	F	50-54	M20	1.0	20
460	ON	No	F	50-54	M20	1.0	20
461	ON	No	F	50-54	M20	1.0	20
462	ON	No	F	50-54	M20	1.0	20
463	ON	No	F	50-54	M20	1.0	20
464	ON	No	F	50-54	M20	1.0	20
465	ON	No	F	50-54	M20	1.0	20
466	ON	No	F	50-54	M20	1.0	20
467	ON	No	F	50-54	M20		20
468	ON	No	F	50-54	M20	0.0	20
469	ON	No	F	50-54	M20	0.0	20
470	ON	No	F	50-54	M20	0.0	20
471	ON	No	F	50-54	M20	0.0	20
472	ON	No	F	50-54	M20	0.0	20
473	ON	No	F	50-54	M20	0.0	20
474	ON	No	F	50-54	M20	0.0	20
475	ON	No	F	50-54	M20	0.0	20
476	ON	No	F	50-54	M20	0.0	20
477	ON	No	F	50-54	M20	0.0	20
478	ON	No	F	50-54	M20	0.0	20
479	ON	No	F	50-54	M20	0.0	20
480	ON	No	F	50-54	M20	0.0	20
481	ON	No	F	50-54	M20	0.0	20
482	ON	No	F	50-54	M20	0.0	20
483	ON	No	F	50-54	M20	0.0	20
484	ON	No	F	50-54	M20	0.0	20
485	ON	No	F	50-54	M20	0.0	20
486	ON	No	F	50-54	M20	0.0	20
487	ON	No	F	50-54	M20	0.0	20
488	ON	No	F	50-54	M20	0.0	20
489	ON	No	F	50-54	M20	0.0	20
490	ON	No	F	50-54	M20	0.0	20
491	ON	No	F	50-54	M20	0.0	20
492	ON	No	F	50-54	M20	0.0	20
493	ON	No	F	50-54	M20	0.0	20
494	ON	No	F	50-54	M20	0.0	20
495	ON	No	F	50-54	M20	0.0	20
496	ON	No	F	50-54	M20	0.0	20
497	ON	No	F	50-54	M20	0.0	20
498	ON	No	F	50-54	M20	0.0	20
499	ON	No	F	50-54	M20	0.0	20
500	ON	No	F	50-54	M20	0.0	20
501	ON	No	F	50-54	M20	0.0	20
502	ON	No	F	50-54	M20	0.0	20
503	ON	No	F	50-54	M20	0.0	20
504	ON	No	F	50-54	M20	0.0	20
505	ON	No	F	50-54	M20	0.0	20
506	ON	No	F	50-54	M20	0.0	20
507	ON	No	F	50-54	M20	0.0	20
508	ON	No	F	50-54	M20	0.0	20
509	ON	No	F	50-54	M20	0.0	20
510	ON	No	F	50-54	M20	0.0	20
511	ON	No	F	50-54	M20	0.0	20
512	ON	No	F	50-54	M20	0.0	20
513	ON	No	F	55-59	M20	1.0	20
514	ON	No	F	55-59	M20	1.0	20
515	ON	No	F	55-59	M20	1.0	20
516	ON	No	F	55-59	M20	1.0	20
517	ON	No	F	55-59	M20	1.0	20
518	ON	No	F	55-59	M20	1.0	20
519	ON	No	F	55-59	M20	1.0	20
520	ON	No	F	55-59	M20	1.0	20
521	ON	No	F	55-59	M20	1.0	20
522	ON	No	F	55-59	M20	1.0	20
523	ON	No	F	55-59	M20	1.0	20
524	ON	No	F	55-59	M20	0.0	20
525	ON	No	F	55-59	M20	0.0	20
526	ON	No	F	55-59	M20	0.0	20
527	ON	No	F	55-59	M20	0.0	20
528	ON	No	F	55-59	M20	0.0	20
529	ON	No	F	55-59	M20	0.0	20
530	ON	No	F	55-59	M20	0.0	20
531	ON	No	F	55-59	M20	0.0	20
532	ON	No	F	55-59	M20	0.0	20
533	ON	No	F	55-59	M20	0.0	20
534	ON	No	F	55-59	M20	0.0	20
535	ON	No	F	55-59	M20	0.0	20
536	ON	No	F	55-59	M20	0.0	20
537	ON	No	F	55-59	M20	0.0	20
538	ON	No	F	55-59	M20	0.0	20
539	ON	No	F	55-59	M20	0.0	20
540	ON	No	F	55-59	M20	0.0	20
541	ON	No	F	55-59	M20	0.0	20
542	ON	No	F	55-59	M20	0.0	20
543	ON	No	F	55-59	M20	0.0	20
544	ON	No	F	55-59	M20	0.0	20
545	ON	No	F	55-59	M20	0.0	20
546	ON	No	F	55-59	M20	0.0	20
547	ON	No	F	55-59	M20	0.0	20
548	ON	No	F	55-59	M20	0.0	20
549	ON	No	F	55-59	M20	0.0	20
550	ON	No	F	55-59	M20	0.0	20
551	ON	No	F	55-59	M20	0.0	20
552	ON	No	F	55-59	M20	0.0	20
553	ON	No	F	55-59	M20	0.0	20
554	ON	No	F	55-59	M20	0.0	20
555	ON	No	F	55-59	M20	0.0	20
556	ON	No	F	55-59	M20	0.0	20
557	ON	No	F	55-59	M20	0.0	20
558	ON	No	F	60-64	M20	1.0	20
559	ON	No	F	60-64	M20	1.0	20
560	ON	No	F	60-64	M20	1.0	20
561	ON	No	F	60-64	M20	1.0	20
562	ON	No	F	60-64	M20	1.0	20
563	ON	No	F	60-64	M20	1.0	20
564	ON	No	F	60-64	M20	1.0	20
565	ON	No	F	60-64	M20	0.0	20
566	ON	No	F	60-64	M20		20
567	ON	No	F	60-64	M20	0.0	20
568	ON	No	F	60-64	M20	0.0	20
569	ON	No	F	60-64	M20	0.0	20
570	ON	No	F	60-64	M20	0.0	20
571	ON	No	F	60-64	M20	0.0	20
572	ON	No	F	60-64	M20	0.0	20
573	ON	No	F	60-64	M20	0.0	20
574	ON	No	F	60-64	M20	0.0	20
575	ON	No	F	60-64	M20	0.0	20
576	ON	No	F	60-64	M20	0.0	20
577	ON	No	F	60-64	M20	0.0	20
578	ON	No	F	60-64	M20	0.0	20
579	ON	No	F	60-64	M20	0.0	20
580	ON	No	F	60-64	M20	0.0	20
581	ON	No	F	60-64	M20	0.0	20
582	ON	No	F	60-64	M20	0.0	20
583	ON	No	F	60-64	M20	0.0	20
584	ON	No	F	60-64	M20	0.0	20
585	ON	No	F	60-64	M20	0.0	20
586	ON	No	F	60-64	M20	0.0	20
587	ON	No	F	60-64	M20	0.0	20
588	ON	No	F	60-64	M20	0.0	20
589	ON	No	F	60-64	M20	0.0	20
590	ON	No	F	60-64	M20	0.0	20
591	ON	No	F	60-64	M20	0.0	20
592	ON	No	F	60-64	M20	0.0	20
593	ON	No	F	60-64	M20	0.0	20
594	ON	No	F	60-64	M20	0.0	20
595	ON	No	F	60-64	M20	0.0	20
596	ON	No	F	60-64	M20	0.0	20
597	ON	No	F	60-64	M20	0.0	20
598	ON	No	F	65+	M20	1.0	20
599	ON	No	F	65+	M20	1.0	20
600	ON	No	F	65+	M20	1.0	20
601	ON	No	F	65+	M20	1.0	20
602	ON	No	F	65+	M20	1.0	20
603	ON	No	F	65+	M20	1.0	20
604	ON	No	F	65+	M20		20
605	ON	No	F	65+	M20	0.0	20
606	ON	No	F	65+	M20	0.0	20
607	ON	No	F	65+	M20	0.0	20
608	ON	No	F	65+	M20	0.0	20
609	ON	No	F	65+	M20	0.0	20
610	ON	No	F	65+	M20	0.0	20
611	ON	No	F	65+	M20	0.0	20
612	ON	No	F	65+	M20	0.0	20
613	ON	No	F	65+	M20	0.0	20
614	ON	No	F	65+	M20	0.0	20
615	ON	No	F	65+	M20	0.0	20
616	ON	No	F	65+	M20	0.0	20
617	ON	No	F	65+	M20	0.0	20
618	ON	No	F	65+	M20	0.0	20
619	ON	No	F	65+	M20	0.0	20
620	ON	No	F	65+	M20	0.0	20
621	ON	No	F	65+	M20	0.0	20
622	ON	No	F	65+	M20	0.0	20
623	ON	No	F	65+	M20	0.0	20
624	ON	No	F	65+	M20	0.0	20
625	ON	No	F	65+	M20	0.0	20
626	ON	No	F	65+	M20	0.0	20
627	ON	No	F	65+	M20	0.0	20
628	ON	No	F	65+	M20	0.0	20
629	ON	No	F	65+	M20	0.0	20
630	ON	No	F	65+	M20	0.0	20
631	ON	No	F	65+	M20	0.0	20
632	ON	No	F	65+	M20	0.0	20
633	ON	No	F	65+	M20	0.0	20
634	ON	No	F	65+	M20	0.0	20
635	ON	No	F	65+	M20	0.0	20
636	ON	No	M	20-24	M20	1.0	20
637	ON	No	M	20-24	M20	0.0	20
638	ON	No	M	20-24	M20	0.0	20
639	ON	No	M	25-29	M20		20
640	ON	No	M	25-29	M20		20
641	ON	No	M	25-29	M20		20
642	ON	No	M	30-34	M20	1.0	20
643	ON	No	M	30-34	M20	1.0	20
644	ON	No	M	30-34	M20	0.0	20
645	ON	No	M	30-34	M20	0.0	20
646	ON	No	M	30-34	M20	0.0	20
647	ON	No	M	35-39	M20	1.0	20
648	ON	No	M	35-39	M20		20
649	ON	No	M	35-39	M20	0.0	20
650	ON	No	M	35-39	M20	0.0	20
651	ON	No	M	35-39	M20	0.0	20
652	ON	No	M	35-39	M20	0.0	20
653	ON	No	M	35-39	M20	0.0	20
654	ON	No	M	35-39	M20	0.0	20
655	ON	No	M	35-39	M20	0.0	20
656	ON	No	M	35-39	M20	0.0	20
657	ON	No	M	35-39	M20	0.0	20
658	ON	No	M	35-39	M20	0.0	20
659	ON	No	M	35-39	M20	0.0	20
660	ON	No	M	35-39	M20	0.0	20
661	ON	No	M	35-39	M20	0.0	20
662	ON	No	M	40-44	M20	1.0	20
663	ON	No	M	40-44	M20	0.0	20
664	ON	No	M	40-44	M20	0.0	20
665	ON	No	M	40-44	M20	0.0	20
666	ON	No	M	40-44	M20	0.0	20
667	ON	No	M	40-44	M20	0.0	20
668	ON	No	M	40-44	M20	0.0	20
669	ON	No	M	40-44	M20	0.0	20
670	ON	No	M	40-44	M20	0.0	20
671	ON	No	M	40-44	M20	0.0	20
672	ON	No	M	40-44	M20	0.0	20
673	ON	No	M	40-44	M20	0.0	20
674	ON	No	M	40-44	M20	0.0	20
675	ON	No	M	40-44	M20	0.0	20
676	ON	No	M	45-49	M20	1.0	20
677	ON	No	M	45-49	M20	1.0	20
678	ON	No	M	45-49	M20	1.0	20
679	ON	No	M	45-49	M20	1.0	20
680	ON	No	M	45-49	M20	1.0	20
681	ON	No	M	45-49	M20		20
682	ON	No	M	45-49	M20	0.0	20
683	ON	No	M	45-49	M20	0.0	20
684	ON	No	M	45-49	M20	0.0	20
685	ON	No	M	45-49	M20	0.0	20
686	ON	No	M	45-49	M20	0.0	20
687	ON	No	M	45-49	M20	0.0	20
688	ON	No	M	45-49	M20	0.0	20
689	ON	No	M	45-49	M20	0.0	20
690	ON	No	M	45-49	M20	0.0	20
691	ON	No	M	45-49	M20	0.0	20
692	ON	No	M	45-49	M20	0.0	20
693	ON	No	M	45-49	M20	0.0	20
694	ON	No	M	45-49	M20	0.0	20
695	ON	No	M	45-49	M20	0.0	20
696	ON	No	M	45-49	M20	0.0	20
697	ON	No	M	45-49	M20	0.0	20
698	ON	No	M	45-49	M20	0.0	20
699	ON	No	M	45-49	M20	0.0	20
700	ON	No	M	45-49	M20	0.0	20
701	ON	No	M	45-49	M20	0.0	20
702	ON	No	M	45-49	M20	0.0	20
703	ON	No	M	45-49	M20	0.0	20
704	ON	No	M	45-49	M20	0.0	20
705	ON	No	M	45-49	M20	0.0	20
706	ON	No	M	45-49	M20	0.0	20
707	ON	No	M	45-49	M20	0.0	20
708	ON	No	M	45-49	M20	0.0	20
709	ON	No	M	50-54	M20	1.0	20
710	ON	No	M	50-54	M20	1.0	20
711	ON	No	M	50-54	M20	1.0	20
712	ON	No	M	50-54	M20	1.0	20
713	ON	No	M	50-54	M20	1.0	20
714	ON	No	M	50-54	M20	1.0	20
715	ON	No	M	50-54	M20	1.0	20
716	ON	No	M	50-54	M20	1.0	20
717	ON	No	M	50-54	M20	0.0	20
718	ON	No	M	50-54	M20	0.0	20
719	ON	No	M	50-54	M20	0.0	20
720	ON	No	M	50-54	M20	0.0	20
721	ON	No	M	50-54	M20	0.0	20
722	ON	No	M	50-54	M20	0.0	20
723	ON	No	M	50-54	M20	0.0	20
724	ON	No	M	50-54	M20	0.0	20
725	ON	No	M	50-54	M20	0.0	20
726	ON	No	M	50-54	M20	0.0	20
727	ON	No	M	50-54	M20	0.0	20
728	ON	No	M	50-54	M20	0.0	20
729	ON	No	M	50-54	M20	0.0	20
730	ON	No	M	50-54	M20	0.0	20
731	ON	No	M	50-54	M20	0.0	20
732	ON	No	M	50-54	M20	0.0	20
733	ON	No	M	50-54	M20	0.0	20
734	ON	No	M	50-54	M20	0.0	20
735	ON	No	M	50-54	M20	0.0	20
736	ON	No	M	50-54	M20	0.0	20
737	ON	No	M	50-54	M20	0.0	20
738	ON	No	M	50-54	M20	0.0	20
739	ON	No	M	50-54	M20	0.0	20
740	ON	No	M	50-54	M20	0.0	20
741	ON	No	M	50-54	M20	0.0	20
742	ON	No	M	55-59	M20	1.0	20
743	ON	No	M	55-59	M20	1.0	20
744	ON	No	M	55-59	M20	1.0	20
745	ON	No	M	55-59	M20	1.0	20
746	ON	No	M	55-59	M20	1.0	20
747	ON	No	M	55-59	M20	1.0	20
748	ON	No	M	55-59	M20	1.0	20
749	ON	No	M	55-59	M20	1.0	20
750	ON	No	M	55-59	M20	1.0	20
751	ON	No	M	55-59	M20	1.0	20
752	ON	No	M	55-59	M20	1.0	20
753	ON	No	M	55-59	M20	1.0	20
754	ON	No	M	55-59	M20	1.0	20
755	ON	No	M	55-59	M20	1.0	20
756	ON	No	M	55-59	M20		20
757	ON	No	M	55-59	M20	0.0	20
758	ON	No	M	55-59	M20	0.0	20
759	ON	No	M	55-59	M20	0.0	20
760	ON	No	M	55-59	M20	0.0	20
761	ON	No	M	55-59	M20	0.0	20
762	ON	No	M	55-59	M20	0.0	20
763	ON	No	M	55-59	M20	0.0	20
764	ON	No	M	55-59	M20	0.0	20
765	ON	No	M	55-59	M20	0.0	20
766	ON	No	M	55-59	M20	0.0	20
767	ON	No	M	55-59	M20	0.0	20
768	ON	No	M	55-59	M20	0.0	20
769	ON	No	M	55-59	M20	0.0	20
770	ON	No	M	55-59	M20	0.0	20
771	ON	No	M	55-59	M20	0.0	20
772	ON	No	M	55-59	M20	0.0	20
773	ON	No	M	55-59	M20	0.0	20
774	ON	No	M	55-59	M20	0.0	20
775	ON	No	M	55-59	M20	0.0	20
776	ON	No	M	55-59	M20	0.0	20
777	ON	No	M	55-59	M20	0.0	20
778	ON	No	M	55-59	M20	0.0	20
779	ON	No	M	55-59	M20	0.0	20
780	ON	No	M	55-59	M20	0.0	20
781	ON	No	M	55-59	M20	0.0	20
782	ON	No	M	55-59	M20	0.0	20
783	ON	No	M	55-59	M20	0.0	20
784	ON	No	M	55-59	M20	0.0	20
785	ON	No	M	55-59	M20	0.0	20
786	ON	No	M	55-59	M20	0.0	20
787	ON	No	M	55-59	M20	0.0	20
788	ON	No	M	55-59	M20	0.0	20
789	ON	No	M	55-59	M20	0.0	20
790	ON	No	M	55-59	M20	0.0	20
791	ON	No	M	55-59	M20	0.0	20
792	ON	No	M	55-59	M20	0.0	20
793	ON	No	M	55-59	M20	0.0	20
794	ON	No	M	55-59	M20	0.0	20
795	ON	No	M	55-59	M20	0.0	20
796	ON	No	M	55-59	M20	0.0	20
797	ON	No	M	55-59	M20	0.0	20
798	ON	No	M	55-59	M20	0.0	20
799	ON	No	M	55-59	M20	0.0	20
800	ON	No	M	55-59	M20	0.0	20
801	ON	No	M	55-59	M20	0.0	20
802	ON	No	M	55-59	M20	0.0	20
803	ON	No	M	60-64	M20	1.0	20
804	ON	No	M	60-64	M20	1.0	20
805	ON	No	M	60-64	M20	1.0	20
806	ON	No	M	60-64	M20	1.0	20
807	ON	No	M	60-64	M20	1.0	20
808	ON	No	M	60-64	M20	1.0	20
809	ON	No	M	60-64	M20	0.0	20
810	ON	No	M	60-64	M20		20
811	ON	No	M	60-64	M20	0.0	20
812	ON	No	M	60-64	M20	0.0	20
813	ON	No	M	60-64	M20	0.0	20
814	ON	No	M	60-64	M20	0.0	20
815	ON	No	M	60-64	M20	0.0	20
816	ON	No	M	60-64	M20	0.0	20
817	ON	No	M	60-64	M20	0.0	20
818	ON	No	M	60-64	M20	0.0	20
819	ON	No	M	60-64	M20	0.0	20
820	ON	No	M	60-64	M20	0.0	20
821	ON	No	M	60-64	M20	0.0	20
822	ON	No	M	60-64	M20	0.0	20
823	ON	No	M	60-64	M20	0.0	20
824	ON	No	M	60-64	M20	0.0	20
825	ON	No	M	60-64	M20	0.0	20
826	ON	No	M	60-64	M20	0.0	20
827	ON	No	M	60-64	M20	0.0	20
828	ON	No	M	60-64	M20	0.0	20
829	ON	No	M	60-64	M20	0.0	20
830	ON	No	M	60-64	M20	0.0	20
831	ON	No	M	60-64	M20	0.0	20
832	ON	No	M	60-64	M20	0.0	20
833	ON	No	M	60-64	M20	0.0	20
834	ON	No	M	60-64	M20	0.0	20
835	ON	No	M	60-64	M20	0.0	20
836	ON	No	M	60-64	M20	0.0	20
837	ON	No	M	60-64	M20	0.0	20
838	ON	No	M	60-64	M20	0.0	20
839	ON	No	M	60-64	M20	0.0	20
840	ON	No	M	60-64	M20	0.0	20
841	ON	No	M	60-64	M20	0.0	20
842	ON	No	M	65+	M20	1.0	20
843	ON	No	M	65+	M20	1.0	20
844	ON	No	M	65+	M20	1.0	20
845	ON	No	M	65+	M20	1.0	20
846	ON	No	M	65+	M20		20
847	ON	No	M	65+	M20	0.0	20
848	ON	No	M	65+	M20	0.0	20
849	ON	No	M	65+	M20	0.0	20
850	ON	No	M	65+	M20	0.0	20
851	ON	No	M	65+	M20	0.0	20
852	ON	No	M	65+	M20	0.0	20
853	ON	No	M	65+	M20	0.0	20
854	ON	No	M	65+	M20	0.0	20
855	ON	No	M	65+	M20	0.0	20
856	ON	No	M	65+	M20	0.0	20
857	ON	No	M	65+	M20	0.0	20
858	ON	No	M	65+	M20	0.0	20
859	ON	No	M	65+	M20	0.0	20
860	ON	No	M	65+	M20	0.0	20
861	ON	No	M	65+	M20	0.0	20
862	ON	No	M	65+	M20	0.0	20
863	ON	No	M	65+	M20	0.0	20
864	ON	No	M	65+	M20	0.0	20
865	ON	No	M	65+	M20	0.0	20
866	ON	No	M	65+	M20	0.0	20
867	ON	No	M	65+	M20	0.0	20
868	ON	No	M	65+	M20	0.0	20
869	ON	No	M	65+	M20	0.0	20
870	ON	No	M	65+	M20	0.0	20
871	ON	No	M	65+	M20	0.0	20
872	ON	No	M	65+	M20	0.0	20
873	ON	No	M	65+	M20	0.0	20
874	ON	No	M	65+	M20	0.0	20
875	ON	No	M	65+	M20	0.0	20
876	ON		F	18-19	M20		20
877	ON		F	20-24	M20		20
878	ON		F	20-24	M20		20
879	ON		F	30-34	M20		20
880	ON		F	30-34	M20		20
881	ON		F	35-39	M20		20
882	ON		F	40-44	M20	1.0	20
883	ON		F	40-44	M20	1.0	20
884	ON		F	40-44	M20	1.0	20
885	ON		F	40-44	M20		20
886	ON		F	40-44	M20	0.0	20
887	ON		F	40-44	M20	0.0	20
888	ON		F	40-44	M20	0.0	20
889	ON		F	40-44	M20	0.0	20
890	ON		F	40-44	M20	0.0	20
891	ON		F	45-49	M20		20
892	ON		F	45-49	M20		20
893	ON		F	45-49	M20		20
894	ON		F	45-49	M20		20
895	ON		F	45-49	M20		20
896	ON		F	50-54	M20	1.0	20
897	ON		F	50-54	M20	1.0	20
898	ON		F	50-54	M20	1.0	20
899	ON		F	50-54	M20	0.0	20
900	ON		F	50-54	M20	0.0	20
901	ON		F	50-54	M20	0.0	20
902	ON		F	55-59	M20		20
903	ON		F	55-59	M20	0.0	20
904	ON		F	55-59	M20	0.0	20
905	ON		F	55-59	M20	0.0	20
906	ON		F	55-59	M20	0.0	20
907	ON		F	55-59	M20	0.0	20
908	ON		F	55-59	M20	0.0	20
909	ON		F	55-59	M20	0.0	20
910	ON		F	60-64	M20	0.0	20
911	ON		F	60-64	M20	0.0	20
912	ON		F	60-64	M20	0.0	20
913	ON		F	60-64	M20	0.0	20
914	ON		F	60-64	M20	0.0	20
915	ON		F	60-64	M20	0.0	20
916	ON		M	18-19	M20		20
917	ON		M	18-19	M20		20
918	ON		M	25-29	M20		20
919	ON		M	25-29	M20		20
920	ON		M	30-34	M20		20
921	ON		M	30-34	M20	0.0	20
922	ON		M	30-34	M20	0.0	20
923	ON		M	35-39	M20	1.0	20
924	ON		M	35-39	M20	1.0	20
925	ON		M	35-39	M20	0.0	20
926	ON		M	35-39	M20	0.0	20
927	ON		M	40-44	M20	1.0	20
928	ON		M	40-44	M20	0.0	20
929	ON		M	40-44	M20	0.0	20
930	ON		M	40-44	M20	0.0	20
931	ON		M	45-49	M20		20
932	ON		M	45-49	M20		20
933	ON		M	45-49	M20		20
934	ON		M	50-54	M20	1.0	20
935	ON		M	50-54	M20	0.0	20
936	ON		M	50-54	M20	0.0	20
937	ON		M	55-59	M20	1.0	20
938	ON		M	55-59	M20	0.0	20
939	ON		M	55-59	M20	0.0	20
940	ON		M	55-59	M20	0.0	20
941	ON		M	55-59	M20	0.0	20
942	ON		M	55-59	M20	0.0	20
943	ON		M	55-59	M20	0.0	20
944	ON		M	60-64	M20	1.0	20
945	ON		M	60-64	M20	1.0	20
946	ON		M	60-64	M20	0.0	20
947	ON		M	60-64	M20	0.0	20
948	ON		M	60-64	M20	0.0	20
949	ON		M	60-64	M20	0.0	20
950	ON		M	65+	M20		20
951	ON		M	65+	M20		20
952	ON		M	65+	M20		20
953	ON	Yes	F	30-34	M20	0.0	20
954	ON	Yes	F	30-34	M20	0.0	20
955	ON	Yes	F	30-34	M20	0.0	20
956	ON	Yes	F	30-34	M20	0.0	20
957	ON	Yes	F	35-39	M20		20
958	ON	Yes	F	35-39	M20		20
959	ON	Yes	F	35-39	M20		20
